,Tenure,WarehouseToHome,HourSpendOnApp,OrderAmountHikeFromlastYear,CashbackAmount,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,CouponUsed,OrderCount,DaySinceLastOrder,PreferredLoginDevice,PreferredPaymentMode,Gender,PreferedOrderCat,MaritalStatus,CityTier,Complain,Churn
20,0.3010299956639812,1.0791812460476249,0.6989700043360189,1.255272505103306,2.48815572376571,5,3,5,6.0,7.0,7.0,1,2,1,2,0,3,1,1
21,1.3424226808222062,1.462397997898956,0.6989700043360189,1.0791812460476249,2.542974728908248,3,2,2,11.0,15.0,6.0,1,1,0,0,0,1,0,1
22,1.0413926851582251,1.4471580313422192,0.6020599913279624,1.2787536009528289,2.4195427247002796,3,3,2,0.0,1.0,0.0,1,3,1,3,2,3,1,1
23,0.3010299956639812,1.414973347970818,0.6989700043360189,1.0413926851582251,2.4647726258898044,5,3,4,1.0,2.0,2.0,1,2,0,2,0,3,1,1
24,1.2041199826559248,1.146128035678238,0.6020599913279624,1.1760912590556813,2.5471591213274176,5,2,3,0.0,1.0,3.0,0,2,1,0,2,1,0,1
25,0.3010299956639812,1.1760912590556813,0.6020599913279624,1.3424226808222062,2.459392487759231,3,5,8,1.0,1.0,4.0,1,1,0,3,2,1,0,1
26,1.0,0.7781512503836436,0.6989700043360189,1.1139433523068367,2.503722606486479,3,4,2,1.0,1.0,6.0,1,3,1,0,0,3,0,0
27,1.0413926851582251,1.0791812460476249,0.6020599913279624,1.3010299956639813,2.4298491378584917,3,3,3,0.0,4.0,5.0,1,3,1,2,0,3,1,0
28,1.3010299956639813,1.146128035678238,0.6020599913279624,1.255272505103306,2.430526538680641,3,4,9,1.0,1.0,15.0,1,2,1,2,1,1,0,0
29,0.8450980400142568,1.146128035678238,0.6020599913279624,1.146128035678238,2.5263134257584245,3,2,2,2.0,3.0,7.0,0,3,0,0,2,3,0,0
30,0.6020599913279624,0.7781512503836436,0.6020599913279624,1.1139433523068367,2.461183271264588,3,3,2,0.0,1.0,9.0,0,0,1,2,0,1,0,0
31,0.3010299956639812,1.1139433523068367,0.6020599913279624,1.2304489213782739,2.4875908245160545,4,3,3,1.0,1.0,0.0,1,1,1,2,0,1,0,0
32,1.505149978319906,1.1760912590556813,0.6989700043360189,1.3010299956639813,2.4463196547181276,4,4,5,1.0,1.0,0.0,1,1,0,3,0,1,1,0
33,1.1760912590556813,1.0,0.6989700043360189,1.0413926851582251,2.549677489710556,4,2,8,2.0,2.0,11.0,1,3,1,0,0,3,0,0
34,1.0413926851582251,0.9030899869919435,0.6989700043360189,1.255272505103306,2.428636859268609,3,3,7,1.0,1.0,2.0,0,3,0,3,0,3,0,0
35,0.3010299956639812,1.146128035678238,0.6989700043360189,1.380211241711606,2.4301234512002896,3,2,2,0.0,2.0,2.0,1,1,1,3,0,1,0,0
36,1.0413926851582251,1.1760912590556813,0.6020599913279624,1.255272505103306,2.42527330461063,3,4,7,0.0,2.0,2.0,0,1,1,3,1,1,0,0
37,0.47712125471966244,1.4313637641589874,0.6989700043360189,1.0413926851582251,2.4363694047127895,3,2,2,0.0,1.0,2.0,1,1,1,3,0,1,0,0
38,1.505149978319906,1.4771212547196624,0.6020599913279624,1.2041199826559248,2.5319767928678614,2,2,4,1.0,1.0,4.0,1,2,1,0,1,1,1,0
39,0.3010299956639812,1.146128035678238,0.6989700043360189,1.1760912590556813,2.4340256963562465,4,3,2,0.0,1.0,1.0,0,1,1,3,1,1,1,0
40,1.3979400086720377,1.2304489213782739,0.6020599913279624,1.1760912590556813,2.6486136819725634,3,4,4,2.0,4.0,4.0,1,2,0,4,2,1,0,0
41,1.2041199826559248,1.146128035678238,0.6020599913279624,1.0791812460476249,2.4321833243946944,3,3,5,1.0,1.0,8.0,1,2,1,3,1,1,0,0
42,0.6989700043360189,1.0413926851582251,0.6020599913279624,1.0791812460476249,2.531721543231137,3,2,3,2.0,7.0,4.0,1,2,0,0,0,3,0,0
43,1.1139433523068367,0.7781512503836436,0.6020599913279624,1.3424226808222062,2.522261608845393,4,2,5,1.0,1.0,1.0,1,2,0,2,2,3,0,0
44,0.8450980400142568,1.0791812460476249,0.6989700043360189,1.3010299956639813,2.441506612494115,3,3,4,0.0,1.0,4.0,1,2,1,3,2,1,0,0
45,0.3010299956639812,1.3617278360175928,0.6989700043360189,1.2041199826559248,2.4418207722892835,3,4,1,1.0,1.0,1.0,1,0,1,3,0,1,1,0
46,0.3010299956639812,1.146128035678238,0.6989700043360189,1.3222192947339193,2.430155711970019,5,5,1,1.0,1.0,0.0,0,0,0,3,2,3,0,1
47,1.0413926851582251,0.9542425094393249,0.47712125471966244,1.0791812460476249,2.4263160289576446,3,4,5,4.0,7.0,2.0,0,1,1,3,2,1,0,0
48,0.6989700043360189,1.1760912590556813,0.6989700043360189,1.0413926851582251,2.4420405490063053,3,5,2,0.0,6.0,10.0,0,1,1,2,1,1,0,0
49,1.3010299956639813,1.0,0.47712125471966244,1.0413926851582251,2.471379734803165,3,5,5,0.0,1.0,3.0,1,2,0,2,1,3,1,0
50,1.4913616938342726,1.146128035678238,0.6989700043360189,1.255272505103306,2.4602511794543624,3,5,5,1.0,2.0,2.0,1,2,0,3,1,1,1,0
51,0.9030899869919435,1.146128035678238,0.6020599913279624,1.146128035678238,2.432969290874406,3,2,1,0.0,1.0,2.0,1,2,1,3,2,1,0,0
52,0.3010299956639812,0.9030899869919435,0.6020599913279624,1.3424226808222062,2.409966919252241,4,2,2,0.0,1.0,0.0,1,2,1,3,2,1,0,1
53,1.3222192947339193,0.7781512503836436,0.6989700043360189,1.3979400086720377,2.5447251928502004,3,5,2,4.0,15.0,7.0,1,3,0,0,1,3,0,0
54,1.0413926851582251,1.1760912590556813,0.6989700043360189,1.0791812460476249,2.429558499461421,3,2,2,1.0,2.0,1.0,1,2,0,3,2,1,0,0
55,0.7781512503836436,1.255272505103306,0.6989700043360189,1.3617278360175928,2.455286549010975,3,2,9,1.0,1.0,2.0,1,1,0,3,0,1,1,0
56,1.0413926851582251,1.5185139398778875,0.6989700043360189,1.1760912590556813,2.42992983624063,3,4,3,1.0,1.0,2.0,1,1,0,3,2,1,0,0
57,0.7781512503836436,1.414973347970818,0.6989700043360189,1.3424226808222062,2.443106456737266,3,4,2,0.0,1.0,2.0,1,3,0,3,2,3,1,1
58,1.3979400086720377,0.7781512503836436,0.6020599913279624,1.1760912590556813,2.4516329474569907,4,3,3,0.0,1.0,2.0,1,1,1,3,0,1,0,0
59,1.4471580313422192,1.2787536009528289,0.6020599913279624,1.0413926851582251,2.4631461367263494,2,5,2,1.0,1.0,3.0,1,1,0,2,1,1,0,0
60,0.9030899869919435,1.3010299956639813,0.6989700043360189,1.1139433523068367,2.4370525950609925,3,4,2,0.0,1.0,6.0,1,1,0,3,0,1,0,0
61,1.1760912590556813,1.0,0.6020599913279624,1.146128035678238,2.6398150740607282,3,3,2,1.0,9.0,9.0,1,1,0,4,0,1,0,0
62,1.4771212547196624,1.3010299956639813,0.6989700043360189,1.0413926851582251,2.636708498020547,2,4,9,1.0,2.0,15.0,1,1,1,4,2,1,0,0
63,0.9542425094393249,0.9030899869919435,0.6020599913279624,1.2304489213782739,2.533352554557032,4,3,2,0.0,1.0,9.0,0,2,1,2,0,1,0,0
64,1.414973347970818,0.9542425094393249,0.6989700043360189,1.255272505103306,2.5835841385157834,3,4,4,0.0,2.0,0.0,1,1,0,1,2,1,0,0
65,1.4313637641589874,0.7781512503836436,0.6989700043360189,1.1760912590556813,2.6493251210585376,4,3,1,1.0,11.0,9.0,1,2,1,4,0,1,0,0
66,1.0413926851582251,1.1760912590556813,0.6020599913279624,1.2041199826559248,2.429413107292483,3,4,2,1.0,1.0,3.0,1,1,0,3,2,1,0,0
67,0.3010299956639812,1.462397997898956,0.6020599913279624,1.1139433523068367,2.4845276062233337,4,3,4,1.0,1.0,1.0,1,2,1,2,0,1,1,1
68,1.0413926851582251,1.1139433523068367,0.6020599913279624,1.146128035678238,2.4263323016774287,2,2,5,0.0,2.0,2.0,0,1,1,3,1,1,0,0
69,1.3010299956639813,0.9030899869919435,0.6989700043360189,1.3617278360175928,2.6169164113724683,4,2,10,1.0,11.0,8.0,0,1,1,1,0,1,0,0
70,1.0791812460476249,1.4313637641589874,0.6989700043360189,1.0791812460476249,2.4496943356462175,2,5,2,0.0,1.0,7.0,1,2,1,3,0,1,1,0
71,1.0,0.9030899869919435,0.6020599913279624,1.0413926851582251,2.4627722284106115,3,4,6,1.0,1.0,2.0,0,1,0,2,2,1,0,0
72,1.2304489213782739,1.4313637641589874,0.6020599913279624,1.2041199826559248,2.475162519083091,3,3,3,0.0,1.0,2.0,0,1,0,2,1,1,0,0
73,1.1139433523068367,0.9030899869919435,0.6020599913279624,1.146128035678238,2.493499875095046,3,3,10,0.0,1.0,0.0,1,2,1,2,0,1,0,0
74,1.1139433523068367,1.5440680443502757,0.6020599913279624,1.255272505103306,2.489409994554269,3,2,4,0.0,1.0,7.0,1,0,1,2,0,1,0,0
75,0.3010299956639812,0.7781512503836436,0.6020599913279624,1.2787536009528289,2.4608677867350885,4,5,6,0.0,2.0,0.0,0,0,1,2,0,1,0,0
76,1.380211241711606,1.380211241711606,0.6989700043360189,1.1760912590556813,2.4969849686875056,3,2,2,0.0,1.0,7.0,0,2,1,2,1,1,1,0
77,0.9542425094393249,1.2041199826559248,0.6020599913279624,1.2304489213782739,2.453547660380749,3,3,2,2.0,2.0,0.0,0,1,1,3,1,1,1,0
78,1.1760912590556813,1.3979400086720377,0.6989700043360189,1.1760912590556813,2.436814394889434,3,2,9,1.0,3.0,7.0,1,1,1,2,0,1,1,0
79,0.47712125471966244,1.5440680443502757,0.6989700043360189,1.2787536009528289,2.4951695448486673,3,5,8,0.0,1.0,0.0,1,1,1,2,0,1,1,1
80,0.3010299956639812,1.5185139398778875,0.6020599913279624,1.3424226808222062,2.508381562251621,3,2,2,1.0,1.0,9.0,1,3,0,0,0,3,0,1
81,0.3010299956639812,1.146128035678238,0.6020599913279624,1.2041199826559248,2.430204098631749,2,4,2,0.0,2.0,2.0,1,2,1,3,1,1,1,0
82,1.0413926851582251,1.380211241711606,0.6989700043360189,1.1139433523068367,2.4273724895494824,3,2,2,1.0,1.0,7.0,0,1,0,3,2,1,0,0
83,1.1760912590556813,1.1760912590556813,0.6989700043360189,1.146128035678238,2.4694685478507536,4,2,10,1.0,1.0,2.0,0,2,1,2,0,1,0,0
84,1.3222192947339193,0.7781512503836436,0.6989700043360189,1.2041199826559248,2.5314278205680623,3,5,8,0.0,1.0,3.0,1,1,1,0,1,1,0,0
85,0.3010299956639812,1.0,0.6020599913279624,1.0413926851582251,2.5440680443502757,5,2,2,7.0,9.0,8.0,1,1,1,0,0,3,0,1
86,0.6989700043360189,0.7781512503836436,0.6020599913279624,1.3424226808222062,2.519486722064457,4,3,2,2.0,5.0,8.0,0,2,1,0,2,1,0,0
87,0.3010299956639812,1.414973347970818,0.6020599913279624,1.146128035678238,2.5388375478795595,3,3,2,1.0,1.0,7.0,0,2,0,2,2,3,0,0
88,1.414973347970818,1.146128035678238,0.6020599913279624,1.2041199826559248,2.5692568333286103,4,4,6,1.0,4.0,3.0,1,2,1,0,0,1,0,0
89,0.3010299956639812,1.146128035678238,0.6020599913279624,1.0413926851582251,2.4354780541713246,3,5,6,1.0,1.0,4.0,1,0,0,3,2,1,1,1
90,1.2041199826559248,1.0791812460476249,0.6989700043360189,1.255272505103306,2.581961030166877,3,2,4,0.0,2.0,0.0,1,2,0,0,2,3,1,0
91,0.3010299956639812,1.505149978319906,0.6020599913279624,1.1760912590556813,2.4954888331075074,4,5,6,0.0,1.0,1.0,0,3,0,2,2,3,0,1
92,1.0413926851582251,0.7781512503836436,0.6020599913279624,1.146128035678238,2.4258275636245146,3,3,1,0.0,1.0,5.0,1,0,1,3,2,1,0,1
93,1.3010299956639813,1.0791812460476249,0.6020599913279624,1.0791812460476249,2.5245908293395187,4,2,7,12.0,12.0,8.0,0,1,0,0,2,3,0,0
94,1.462397997898956,0.9542425094393249,0.6020599913279624,1.146128035678238,2.484869032720402,3,5,3,1.0,1.0,5.0,1,3,0,2,0,3,0,0
95,1.0413926851582251,1.0413926851582251,0.6989700043360189,1.2041199826559248,2.484499141895491,3,4,9,0.0,3.0,7.0,1,2,1,2,2,1,0,0
96,0.9030899869919435,1.146128035678238,0.6020599913279624,1.3222192947339193,2.4349200296496605,4,4,7,0.0,1.0,1.0,1,1,0,3,0,1,0,0
97,1.0791812460476249,1.2304489213782739,0.6020599913279624,1.146128035678238,2.565670760378518,3,2,2,0.0,1.0,3.0,0,4,1,0,1,1,1,0
98,1.1139433523068367,0.9542425094393249,0.6989700043360189,1.0791812460476249,2.5466536904877013,3,3,1,1.0,5.0,13.0,1,2,1,0,1,3,0,0
99,0.7781512503836436,0.7781512503836436,0.6020599913279624,1.0791812460476249,2.4615735539028223,5,3,1,1.0,1.0,4.0,0,1,1,2,0,1,0,0
100,1.0413926851582251,0.9542425094393249,0.6989700043360189,1.2304489213782739,2.4277619185897987,4,2,4,0.0,1.0,0.0,1,2,1,3,0,1,0,0
101,1.0791812460476249,1.0,0.6020599913279624,1.2304489213782739,2.164352855784437,3,2,5,1.0,5.0,8.0,0,3,1,3,1,3,0,0
102,0.6020599913279624,0.7781512503836436,0.6020599913279624,1.146128035678238,2.5121238267229447,3,2,2,4.0,4.0,1.0,0,1,0,0,0,3,0,0
103,1.0,0.7781512503836436,0.6989700043360189,1.146128035678238,2.5236034121365694,3,3,2,1.0,1.0,8.0,0,3,0,0,2,3,0,0
104,0.3010299956639812,1.146128035678238,0.6020599913279624,1.1139433523068367,2.4311867933179996,4,2,2,0.0,1.0,1.0,1,1,1,3,2,1,1,1
105,1.4313637641589874,0.9030899869919435,0.6020599913279624,1.1760912590556813,2.444232220713578,4,2,8,0.0,2.0,2.0,1,2,0,3,2,1,0,0
106,1.2304489213782739,1.0,0.6020599913279624,1.1760912590556813,2.641791287426653,3,2,2,0.0,11.0,15.0,1,0,1,4,0,1,0,0
107,1.0413926851582251,1.0791812460476249,0.6020599913279624,1.2304489213782739,2.4292191753210086,3,3,9,2.0,2.0,2.0,1,1,1,3,0,2,0,0
108,1.3979400086720377,0.7781512503836436,0.6989700043360189,1.1760912590556813,2.644605972314314,3,2,4,1.0,1.0,6.0,1,1,0,4,1,3,0,0
109,0.3010299956639812,1.146128035678238,0.6020599913279624,1.1139433523068367,2.431942437771456,3,2,6,0.0,1.0,4.0,1,1,1,3,0,1,1,1
110,1.255272505103306,1.3424226808222062,0.6989700043360189,1.3424226808222062,2.609210096694647,3,2,6,0.0,2.0,9.0,1,3,0,1,0,3,1,0
111,0.3010299956639812,0.9030899869919435,0.6989700043360189,1.3010299956639813,2.436273990326048,3,5,8,1.0,1.0,7.0,1,2,0,3,0,1,0,1
112,1.4313637641589874,0.9030899869919435,0.6989700043360189,1.255272505103306,2.6401633016338604,4,3,2,1.0,15.0,12.0,0,2,1,4,2,3,1,0
113,0.8450980400142568,1.0,0.6020599913279624,1.0413926851582251,2.4553169937696206,3,4,3,1.0,1.0,2.0,1,2,0,3,0,3,0,0
114,0.3010299956639812,0.7781512503836436,0.6989700043360189,1.146128035678238,2.452246574520437,4,3,1,1.0,1.0,2.0,1,2,1,3,2,1,1,1
115,1.0413926851582251,0.7781512503836436,0.6989700043360189,1.146128035678238,2.4286530452620103,3,3,8,0.0,1.0,2.0,1,1,0,3,1,1,0,0
116,0.8450980400142568,1.505149978319906,0.6989700043360189,1.255272505103306,2.463370327292407,3,2,1,1.0,2.0,2.0,0,3,1,2,0,3,0,0
117,1.2041199826559248,1.3979400086720377,0.6989700043360189,1.2041199826559248,2.4420405490063053,3,5,3,1.0,1.0,0.0,1,2,1,2,1,1,0,0
118,1.1760912590556813,1.4771212547196624,0.6989700043360189,1.2304489213782739,2.4458998587126004,3,2,2,2.0,4.0,7.0,1,0,1,2,1,1,0,0
119,1.3010299956639813,0.7781512503836436,0.6989700043360189,1.1760912590556813,2.6414939408496156,2,2,1,1.0,1.0,7.0,1,4,1,4,0,1,0,0
120,0.7781512503836436,0.9542425094393249,0.6989700043360189,1.0791812460476249,2.582915199370299,3,3,10,1.0,2.0,2.0,0,1,1,0,1,1,0,0
121,0.9030899869919435,1.0413926851582251,0.6989700043360189,1.1139433523068367,2.4395063768887275,4,2,2,0.0,1.0,2.0,1,2,0,3,0,1,0,0
122,0.9542425094393249,0.9030899869919435,0.6020599913279624,1.1139433523068367,2.485110714190291,4,5,7,0.0,5.0,9.0,1,2,1,2,0,1,0,0
123,1.0791812460476249,0.7781512503836436,0.6020599913279624,1.146128035678238,2.4551495211798278,4,5,3,1.0,1.0,2.0,1,1,0,3,0,1,0,0
124,1.3010299956639813,1.1139433523068367,0.6989700043360189,1.2304489213782739,2.4918377557958835,2,3,5,0.0,1.0,2.0,0,2,1,2,0,1,0,0
125,0.3010299956639812,1.2041199826559248,0.6989700043360189,1.0413926851582251,2.539678170721786,3,3,7,1.0,1.0,0.0,0,1,1,0,1,1,0,1
126,1.146128035678238,0.9030899869919435,0.6989700043360189,1.3979400086720377,2.5506929830245872,3,3,1,10.0,11.0,3.0,0,0,0,0,2,1,0,0
127,0.6020599913279624,1.146128035678238,0.6020599913279624,1.2787536009528289,2.4303975913869666,3,2,2,0.0,1.0,5.0,1,2,1,3,2,1,0,0
128,1.2304489213782739,1.3617278360175928,0.6020599913279624,1.1139433523068367,2.4933883352101596,2,5,4,0.0,1.0,2.0,1,2,0,2,2,1,1,0
129,0.6020599913279624,1.414973347970818,0.6020599913279624,1.146128035678238,2.4987377445377885,3,2,3,1.0,1.0,2.0,1,3,1,2,1,3,0,0
130,0.3010299956639812,0.7781512503836436,0.6989700043360189,1.0791812460476249,2.4697925712863382,3,3,1,1.0,1.0,2.0,1,2,0,2,0,1,0,0
131,1.2304489213782739,1.146128035678238,0.6020599913279624,1.0413926851582251,2.434457122687698,4,5,1,4.0,7.0,8.0,1,1,0,3,1,1,1,0
132,1.1760912590556813,0.9030899869919435,0.6020599913279624,1.1760912590556813,2.6438078630512285,3,3,1,0.0,3.0,9.0,1,1,1,4,1,1,0,0
133,1.414973347970818,0.7781512503836436,0.6989700043360189,1.0413926851582251,2.4365283821220993,3,2,2,1.0,1.0,0.0,1,2,1,3,0,1,0,0
134,0.3010299956639812,1.5440680443502757,0.6989700043360189,1.0413926851582251,2.4483816368546605,4,4,1,1.0,1.0,4.0,0,1,1,3,2,1,0,1
135,0.8450980400142568,1.1139433523068367,0.6989700043360189,1.3010299956639813,2.437655451424913,2,4,2,0.0,1.0,3.0,0,2,1,3,0,1,0,0
136,1.1139433523068367,0.9030899869919435,0.6020599913279624,1.255272505103306,2.4749297859928023,4,2,4,6.0,7.0,5.0,0,2,1,2,0,3,0,0
137,1.0413926851582251,0.9030899869919435,0.6020599913279624,1.1139433523068367,2.4277456993497206,4,5,5,0.0,1.0,4.0,1,0,1,2,2,1,0,0
138,1.3222192947339193,0.9030899869919435,0.6989700043360189,1.0791812460476249,2.6177549798544804,5,4,4,1.0,7.0,7.0,1,0,0,1,0,3,1,0
139,0.3010299956639812,0.9030899869919435,0.6989700043360189,1.0413926851582251,2.4484744282121613,3,3,3,1.0,1.0,0.0,1,2,1,3,2,1,0,1
140,0.6020599913279624,0.9030899869919435,0.6989700043360189,1.2787536009528289,2.494766629133628,4,4,3,0.0,1.0,0.0,1,1,1,2,0,3,0,0
141,0.7781512503836436,1.462397997898956,0.6989700043360189,1.3222192947339193,2.4797480147697497,4,2,1,1.0,7.0,8.0,1,1,1,2,0,1,0,0
142,0.3010299956639812,1.0413926851582251,0.6020599913279624,1.0791812460476249,2.456366033129043,2,5,2,1.0,1.0,5.0,0,2,1,2,1,1,0,0
143,1.3010299956639813,1.414973347970818,0.6989700043360189,1.146128035678238,2.580879378060805,3,2,1,0.0,2.0,10.0,1,1,1,1,0,1,1,0
144,1.0413926851582251,1.0791812460476249,0.6020599913279624,1.0413926851582251,2.4442009888641594,3,2,1,4.0,10.0,11.0,1,2,1,3,0,1,0,0
145,1.4771212547196624,0.7781512503836436,0.6020599913279624,1.146128035678238,2.6399344978288184,3,5,1,1.0,4.0,13.0,1,1,1,4,2,1,1,0
146,1.0791812460476249,1.5440680443502757,0.6020599913279624,1.0791812460476249,2.561685617689949,3,4,2,5.0,9.0,3.0,0,2,1,0,0,1,1,1
147,1.0413926851582251,1.1760912590556813,0.6989700043360189,1.3617278360175928,2.4260230156898763,3,2,2,1.0,1.0,4.0,1,1,1,3,0,1,0,0
148,1.0791812460476249,1.0791812460476249,0.6989700043360189,1.146128035678238,2.492788317034429,3,2,5,0.0,1.0,1.0,1,1,1,2,0,3,0,0
149,0.3010299956639812,0.9542425094393249,0.6989700043360189,1.2304489213782739,2.444513206334043,4,3,2,1.0,1.0,0.0,1,1,1,3,2,1,0,0
150,1.0791812460476249,0.7781512503836436,0.3010299956639812,1.255272505103306,2.5820974684689872,3,2,3,0.0,2.0,2.0,0,1,0,0,1,1,1,0
151,0.6020599913279624,1.4471580313422192,0.6989700043360189,1.255272505103306,2.5634336189227636,2,4,8,5.0,6.0,3.0,1,2,0,0,1,1,0,0
152,1.1139433523068367,1.1139433523068367,0.6020599913279624,1.380211241711606,2.4800788400654854,2,5,2,0.0,7.0,7.0,1,1,0,2,1,3,1,0
153,0.3010299956639812,0.7781512503836436,0.6020599913279624,1.3010299956639813,2.4913196633022556,3,4,2,0.0,1.0,4.0,0,2,0,2,1,1,0,0
154,1.3979400086720377,1.0,0.6989700043360189,1.146128035678238,2.640918492887728,3,4,4,1.0,1.0,6.0,1,2,1,4,1,1,0,0
155,1.4471580313422192,0.9542425094393249,0.6020599913279624,1.2041199826559248,2.6251477583234077,3,3,4,1.0,1.0,3.0,1,1,1,1,0,1,1,0
156,1.2304489213782739,0.7781512503836436,0.6020599913279624,1.3979400086720377,2.4699250566813875,3,3,2,4.0,11.0,6.0,1,2,1,2,0,3,0,0
157,0.6020599913279624,0.9030899869919435,0.6020599913279624,1.255272505103306,2.46469814944665,3,2,2,0.0,1.0,9.0,0,2,1,2,2,3,0,0
158,1.4771212547196624,1.414973347970818,0.6020599913279624,1.2787536009528289,2.4773383476918927,3,2,4,1.0,1.0,8.0,1,0,1,2,0,1,1,0
159,0.3010299956639812,1.2304489213782739,0.6020599913279624,1.1139433523068367,2.4674749113845986,3,5,2,2.0,3.0,3.0,0,1,1,2,0,1,1,0
160,1.0413926851582251,0.7781512503836436,0.6020599913279624,1.0791812460476249,2.4267551785189245,3,2,2,1.0,5.0,7.0,1,2,0,3,2,1,0,0
161,0.9542425094393249,1.4771212547196624,0.6989700043360189,1.3424226808222062,2.443435106114942,3,3,4,0.0,1.0,0.0,0,2,1,3,1,1,1,1
162,1.1139433523068367,1.462397997898956,0.6020599913279624,1.146128035678238,2.482087141826486,3,2,10,0.0,1.0,2.0,1,2,1,2,1,1,0,0
163,0.3010299956639812,1.146128035678238,0.6020599913279624,1.1139433523068367,2.4309292523849697,3,4,3,1.0,1.0,2.0,1,1,1,3,1,1,1,1
164,0.47712125471966244,1.146128035678238,0.6989700043360189,1.3222192947339193,2.445759836488631,3,2,2,0.0,1.0,2.0,1,2,0,3,2,1,0,0
165,1.380211241711606,1.2041199826559248,0.6020599913279624,1.0413926851582251,2.6361367080510516,3,5,10,1.0,1.0,2.0,0,2,0,4,2,1,1,0
166,1.0413926851582251,0.9542425094393249,0.47712125471966244,1.0791812460476249,2.4636690681343865,3,4,5,6.0,7.0,7.0,1,0,1,2,2,1,0,0
167,0.7781512503836436,1.0413926851582251,0.6989700043360189,1.0413926851582251,2.4375761760140904,3,4,2,0.0,2.0,2.0,0,3,0,3,1,3,0,0
168,0.3010299956639812,1.0,0.6020599913279624,1.0791812460476249,2.4832734075829817,4,2,2,7.0,7.0,4.0,1,3,1,2,2,3,1,1
169,1.0791812460476249,1.146128035678238,0.6020599913279624,1.0791812460476249,2.4301718414562665,3,2,2,0.0,1.0,2.0,0,1,1,3,0,1,1,0
170,1.2304489213782739,1.505149978319906,0.6989700043360189,1.146128035678238,2.581209852354842,3,4,6,2.0,2.0,8.0,0,3,0,1,0,3,0,0
